total_area_sqft,property_type,sector,plot_area_missing,bathrooms,society,area_per_bedroom,servant_room,bedrooms,furnishing_type,balcony,facing,luxury_category,age_possession,pooja_room,price_in_cr
1898.0,Flat,sector 102,1,3,adani m2k oyster grande,632.6666666666666,1,3,Unfurnished,3,east,Budget,Moderately Old,0,3.0
2430.0,Independent House,sector 109,0,4,International City by Sobha Phase 1,486.0,1,5,Unfurnished,3+,north,Luxury,Moderately Old,0,9.5
2499.0,Flat,sector 65,1,3,m3m latitude,833.0,1,3,Semi-Furnished,3+,east,Budget,Relatively New,1,6.4
2844.0,Independent Builder Floor,sector 24,1,4,DLF Floors Phase 3,711.0,1,4,Semi-Furnished,3+,north-west,Semi-Luxury,New Property,1,4.15
1300.0,Flat,sector 70,1,2,shree vardhman victoria,650.0,0,2,Unfurnished,2,east,Budget,Relatively New,0,1.59
1368.0,Independent House,sector 7,0,1,"New Colony, Gurgaon",1368.0,0,1,Semi-Furnished,2,west,Semi-Luxury,Moderately Old,0,4.75
3240.0,Independent House,sector 50,0,4,Unitech Espace,810.0,1,4,Semi-Furnished,3+,north-east,Luxury,Moderately Old,1,15.8
1450.0,Flat,sector 77,1,3,emaar mgf palm hills,483.3333333333333,1,3,Unfurnished,3,east,Semi-Luxury,Relatively New,0,1.85
1053.0,Independent House,sector 4,0,3,"Sector 4, Gurgaon",351.0,0,3,Unfurnished,2,south,Semi-Luxury,Old Property,0,3.35
2430.0,Independent House,sector 2,0,9,"Pocket E Sector 2 Palam Vihar, Gurgaon",270.0,1,9,Furnished,3+,east,Semi-Luxury,Relatively New,1,7.0
1440.0,Independent House,sector 4,0,4,"Sector 4, Gurgaon",288.0,0,5,Unfurnished,1,north-east,Budget,Moderately Old,0,3.4
3595.0,Flat,sector 59,1,4,conscient elevate,898.75,1,4,Unfurnished,2,north,Budget,New Property,0,8.75
2000.0,Independent Builder Floor,sector 84,1,3,SS Almeria,666.6666666666666,1,3,Furnished,2,north-west,Budget,Relatively New,0,2.2
2441.0,Flat,sector 112,1,2,experion windchants,1220.5,1,2,Unfurnished,3,west,Budget,Relatively New,0,4.1
2367.0,Independent Builder Floor,sector 23,1,3,"Sector 23, Gurgaon",789.0,0,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,3.1
1929.0,Flat,sector 86,1,3,dlf the skycourt,643.0,0,3,Unfurnished,1,north-east,Budget,Relatively New,0,2.35
4500.0,Independent House,sector 26,0,5,"Block-A, DLF City Phase 1, Gurgaon",900.0,0,5,Unfurnished,3+,not available,Budget,Old Property,0,27.0
3078.0,Independent House,sector 39,0,10,"Sector 39, Gurgaon",307.8,0,10,Unfurnished,2,south-east,Semi-Luxury,Moderately Old,1,10.5
2700.0,Independent Builder Floor,sector 43,1,4,"Sushant Lok Phase 1, Gurgaon",675.0,0,4,Unfurnished,2,east,Budget,New Property,0,3.88
1359.0,Flat,sector 104,1,3,hero homes,453.0,0,3,Semi-Furnished,3+,east,Luxury,Relatively New,1,1.75
2872.0,Flat,sector 81,1,4,dlf the ultima,718.0,1,4,Furnished,3+,east,Luxury,Relatively New,0,4.95
2400.0,Flat,sector 69,1,5,tulip purple,600.0,1,4,Unfurnished,3+,north,Budget,Relatively New,0,2.85
2565.0,Independent House,sector 92,0,4,Ansal Heights,641.25,0,4,Unfurnished,3+,north,Luxury,Moderately Old,1,5.5
929.0,Independent Builder Floor,sector 82,1,2,Vatika Independent Floors,464.5,0,2,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,1.35
1440.0,Independent House,sector 4,0,3,"Sector 4, Gurgaon",480.0,0,3,Unfurnished,2,north-west,Semi-Luxury,Old Property,0,3.4
4518.0,Independent House,sector 45,0,15,"Sector 45, Gurgaon",301.2,0,15,Unfurnished,2,west,Semi-Luxury,Relatively New,1,17.0
1725.0,Flat,sector 84,1,3,antriksh heights,575.0,0,3,Unfurnished,3+,south-east,Semi-Luxury,Relatively New,1,1.47
2499.0,Flat,sector 65,1,3,m3m latitude,833.0,1,3,Semi-Furnished,3+,east,Luxury,Relatively New,0,5.75
3360.0,Flat,sector 99,1,4,vatika sovereign park,840.0,1,4,Semi-Furnished,3,east,Budget,New Property,0,4.35
2430.0,Independent Builder Floor,sector 67,1,4,Ansal API Esencia,607.5,1,4,Semi-Furnished,2,east,Luxury,Relatively New,1,2.61
865.0,Flat,sector 68,1,1,pareena mi casa,432.5,0,2,Unfurnished,2,north,Budget,Relatively New,0,1.12
2003.0,Flat,sector 108,1,4,sobha city,667.6666666666666,0,3,Unfurnished,2,not available,Budget,New Property,0,4.06
2366.0,Flat,sector 79,1,4,godrej 101,788.6666666666666,1,3,Unfurnished,3+,west,Luxury,Relatively New,0,2.71
1800.0,Independent House,sector 43,0,7,Sushant Lok 1 Builder Floors,257.14285714285717,1,7,Semi-Furnished,2,north-east,Luxury,Relatively New,1,7.35
7317.0,Independent House,sector 43,0,6,East Facing A block,1463.4,1,5,Unfurnished,3+,east,Semi-Luxury,Old Property,1,25.0
2511.0,Independent House,sector 54,0,6,"Suncity, Gurgaon",502.2,1,5,Semi-Furnished,3,north-east,Luxury,Relatively New,1,11.0
2132.0,Flat,sector 81,1,3,dlf the ultima,710.6666666666666,1,3,Furnished,3,north-east,Luxury,Relatively New,0,3.49
2700.0,Flat,sector 43,1,4,navyug apartments,675.0,1,4,Unfurnished,3,north-east,Semi-Luxury,Old Property,0,3.85
1550.0,Flat,sector 99,1,2,pareena coban residences,775.0,0,2,Furnished,3,east,Budget,Relatively New,0,1.72
2700.0,Independent Builder Floor,sector 25,1,4,"DLF Phase 2, Gurgaon",675.0,0,4,Unfurnished,2,not available,Budget,New Property,0,5.0
2160.0,Independent Builder Floor,sector 57,1,3,"Sector 57, Gurgaon",720.0,0,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,2.7
2699.0,Flat,sector 50,1,3,unitech harmony,899.6666666666666,1,3,Semi-Furnished,2,west,Luxury,Old Property,0,3.55
1602.0,Independent House,sector 105,0,3,"Vishnu Garden, Gurgaon",400.5,1,4,Unfurnished,2,not available,Budget,Moderately Old,1,1.79
2970.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,742.5,1,4,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,3.05
7150.0,Independent House,sector 43,1,6,"Sushant Lok Phase 1, Gurgaon",1430.0,1,5,Semi-Furnished,3,north-east,Luxury,Relatively New,1,11.0
2475.0,Independent Builder Floor,sector 46,1,3,"Block E Greenwood City, Gurgaon",825.0,1,3,Semi-Furnished,1,not available,Semi-Luxury,New Property,0,4.4
1430.0,Flat,sector 82,1,3,mapsko casa bella,476.6666666666667,0,3,Unfurnished,3+,north-west,Budget,Relatively New,0,1.6
2004.0,Flat,sector 65,1,3,m3m heights,668.0,1,3,Unfurnished,2,north,Budget,Relatively New,0,3.85
1728.0,Independent Builder Floor,sector 48,1,3,Vipul World,576.0,1,3,Semi-Furnished,3+,north,Budget,Relatively New,1,2.4
1800.0,Independent Builder Floor,sector 26,1,3,"G block DLF City Phase 1, Gurgaon",600.0,1,3,Unfurnished,2,north-west,Semi-Luxury,New Property,0,3.02
1497.0,Independent Builder Floor,sector 89,1,3,Smart World Gems,499.0,1,3,Unfurnished,3+,north-east,Budget,Relatively New,0,1.65
3240.0,Independent House,sector 1,0,9,"Palam Vihar, Gurgaon",360.0,0,9,Unfurnished,3+,south-west,Budget,Moderately Old,1,7.25
3898.0,Flat,sector 65,1,3,m3m golfestate,1299.3333333333333,1,3,Unfurnished,3,east,Semi-Luxury,Relatively New,1,10.25
3600.0,Independent House,sector 109,0,5,International City by SOBHA Phase 2,720.0,1,5,Unfurnished,2,north-east,Luxury,Relatively New,1,15.0
1385.0,Flat,sector 106,1,2,paras dews,692.5,0,2,Unfurnished,3+,north-east,Semi-Luxury,New Property,0,1.5
2367.0,Independent House,sector 43,1,3,"Sector 43, Gurgaon",789.0,1,3,Furnished,1,north-east,Luxury,Relatively New,1,12.5
2281.0,Independent House,sector 57,0,3,Independent Floor by Vibrant Builders,760.3333333333334,0,3,Unfurnished,1,north-west,Budget,Moderately Old,0,4.25
1795.0,Flat,sector 50,1,2,unitech harmony,897.5,0,2,Semi-Furnished,2,west,Luxury,Moderately Old,0,2.64
3240.0,Independent Builder Floor,sector 25,1,4,"DLF Phase 2, Gurgaon",810.0,0,4,Unfurnished,2,not available,Budget,New Property,0,4.5
1704.0,Flat,sector 69,1,3,tulip yellow,568.0,0,3,Unfurnished,3+,east,Luxury,New Property,0,2.25
2103.0,Flat,sector 81,1,3,dlf the ultima,701.0,1,3,Furnished,3+,east,Budget,Relatively New,0,3.65
1942.0,Flat,sector 102,1,4,conscient heritage max,647.3333333333334,1,3,Unfurnished,3+,north-east,Luxury,Relatively New,1,2.64
1660.0,Independent House,sector 95,1,3,Landmark Avana,553.3333333333334,0,3,Unfurnished,3,east,Budget,Relatively New,0,1.42
2579.0,Flat,sector 102,1,4,adani m2k oyster grande,859.6666666666666,1,3,Unfurnished,3+,north,Budget,New Property,1,3.25
1125.0,Independent House,sector 10,0,2,"Kadipur, Gurgaon",562.5,0,2,Unfurnished,1,not available,Budget,Moderately Old,0,2.5
1692.0,Flat,sector 102,1,3,shapoorji pallonji joyville gurugram,564.0,0,3,Unfurnished,3,north,Semi-Luxury,Relatively New,0,2.42
4500.0,Independent House,sector 24,0,6,"DLF Phase 3, Gurgaon",900.0,1,5,Semi-Furnished,3+,north-east,Luxury,Moderately Old,1,14.75
2160.0,Independent House,sector 50,0,3,Unitech Deerwood Chase,720.0,1,3,Unfurnished,2,north-east,Luxury,Old Property,0,9.4
2430.0,Independent House,sector 109,0,5,International City by SOBHA Phase 2,486.0,1,5,Unfurnished,3+,north,Luxury,Relatively New,0,9.5
1440.0,Independent House,sector 8,1,7,"Sector 8, Gurgaon",205.71428571428572,0,7,Unfurnished,2,not available,Budget,Old Property,0,2.2
4241.0,Flat,sector 91,1,3,tarc maceo,1413.6666666666667,1,3,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,1,3.5
2743.0,Flat,sector 93,1,4,spaze privvy the address,685.75,0,4,Unfurnished,3+,east,Budget,New Property,0,2.4
1776.0,Flat,sector 33,1,3,ashiana anmol,592.0,0,3,Unfurnished,2,north-east,Budget,Relatively New,0,2.05
2425.0,Flat,sector 82,1,4,vatika the seven lamps,606.25,1,4,Unfurnished,3,north,Semi-Luxury,Moderately Old,0,2.75
645.0,Flat,sector 95,1,2,rof ananda,322.5,0,2,Unfurnished,2,east,Semi-Luxury,New Property,0,0.64
2700.0,Independent Builder Floor,sector 26,1,3,Ultra Luxurious Builder Floor,900.0,1,3,Semi-Furnished,2,east,Semi-Luxury,Relatively New,0,4.2
2520.0,Independent House,sector 49,0,4,"Sector 49, Gurgaon",630.0,0,4,Semi-Furnished,3+,east,Semi-Luxury,New Property,0,3.5
1540.0,Flat,sector 67,1,2,ireo the corridors,770.0,0,2,Semi-Furnished,3+,north,Semi-Luxury,Moderately Old,0,2.6
2295.0,Flat,sector 59,1,3,conscient elevate,765.0,0,3,Unfurnished,1,east,Semi-Luxury,Relatively New,0,5.15
1350.0,Independent House,sector 26,0,4,DLF City Plots,270.0,0,5,Unfurnished,3+,east,Semi-Luxury,Moderately Old,0,5.5
2106.0,Independent Builder Floor,sector 56,1,4,Sec 56 Block C,526.5,1,4,Unfurnished,2,north-east,Budget,New Property,0,4.0
1017.0,Independent House,sector 7,0,4,"Madanpuri, Gurgaon",203.4,0,5,Unfurnished,2,south,Budget,Relatively New,0,1.4
1800.0,Independent Builder Floor,sector 47,1,3,Malibu Towne,600.0,0,3,Unfurnished,2,north-west,Semi-Luxury,Moderately Old,0,2.45
4500.0,Independent House,sector 66,0,4,Emaar MGF Marbella,1125.0,1,4,Unfurnished,2,east,Luxury,Relatively New,1,24.0
2700.0,Independent House,sector 24,0,4,"Garden Estate, Gurgaon",675.0,1,4,Unfurnished,2,not available,Budget,Old Property,0,12.5
3355.0,Flat,sector 72,1,4,tata primanti,838.75,1,4,Semi-Furnished,3+,north-east,Luxury,New Property,0,7.25
4384.0,Flat,sector 62,1,6,pioneer urban presidia,876.8,1,5,Unfurnished,3,east,Semi-Luxury,Relatively New,0,10.5
1080.0,Independent House,sector 24,0,3,"U Block DLF Phase 3, Gurgaon",216.0,0,5,Unfurnished,3+,not available,Budget,Old Property,0,5.0
1516.0,Flat,sector 65,1,2,m3m heights,758.0,0,2,Semi-Furnished,3+,east,Budget,New Property,0,2.95
3078.0,Independent Builder Floor,sector 45,1,4,Huda Sector 45,769.5,0,4,Semi-Furnished,2,north-east,Luxury,New Property,1,4.1
1704.0,Flat,sector 69,1,3,tulip yellow,568.0,0,3,Unfurnished,2,south-west,Budget,New Property,0,2.4
2004.0,Flat,sector 65,1,3,m3m heights,668.0,1,3,Unfurnished,2,south,Luxury,Relatively New,0,3.7
1790.0,Flat,sector 103,1,3,indiabulls centrum park,596.6666666666666,0,3,Unfurnished,3+,south-east,Budget,Relatively New,0,2.1
7000.0,Independent House,sector 72,0,5,Tata Primanti,1750.0,1,4,Unfurnished,2,east,Luxury,Relatively New,1,13.0
1600.0,Independent House,sector 3,1,3,"Ashok Vihar, Gurgaon",800.0,0,2,Unfurnished,2,west,Budget,Old Property,0,0.98
2066.0,Flat,sector 50,1,4,unitech escape,688.6666666666666,1,3,Unfurnished,2,east,Semi-Luxury,Moderately Old,0,3.45
3078.0,Independent Builder Floor,sector 23,1,4,"Sector 23, Gurgaon",769.5,1,4,Unfurnished,2,west,Budget,Relatively New,1,3.7
1862.0,Flat,sector 91,1,3,tarc maceo,620.6666666666666,0,3,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,1.84
1565.0,Flat,sector 37,1,3,ramprastha the view,521.6666666666666,0,3,Unfurnished,3,north,Luxury,Relatively New,0,1.3
2250.0,Independent House,sector 14,0,3,Sector 14 RWA,750.0,0,3,Unfurnished,2,north-east,Budget,Old Property,1,5.3
2646.0,Independent House,sector 71,0,4,Unitech Alder Grove,661.5,1,4,Semi-Furnished,3+,north-east,Luxury,Relatively New,1,4.1
2700.0,Independent House,sector 33,0,3,Central Park Flower Valley Fleur Villas,900.0,1,3,Unfurnished,3,north-east,Luxury,Relatively New,0,7.15
2295.0,Independent House,sector 50,0,9,Mayfield Gardens,255.0,1,9,Unfurnished,3+,east,Luxury,Relatively New,1,6.6
594.0,Independent House,sector 1,0,3,Ansals Palam Vihar,297.0,1,2,Unfurnished,2,east,Luxury,Relatively New,1,1.7
4500.0,Independent House,sector 4,0,4,"Sector 4, Gurgaon",900.0,0,5,Unfurnished,2,east,Budget,Old Property,1,6.5
2700.0,Independent House,sector 63,0,5,Anant Raj Manor Villas,540.0,1,5,Furnished,3+,south-east,Luxury,Relatively New,1,10.0
2215.0,Flat,sector 112,1,3,tata gurgaon gateway,738.3333333333334,0,3,Semi-Furnished,3,east,Budget,Relatively New,0,3.25
2700.0,Independent Builder Floor,sector 25,1,4,"DLF Phase 2, Gurgaon",675.0,1,4,Semi-Furnished,2,west,Semi-Luxury,New Property,0,4.65
1650.0,Flat,sector 102,1,3,emaar gurgaon greens,550.0,1,3,Unfurnished,3,north-east,Luxury,New Property,0,1.95
1855.0,Flat,sector 102,1,3,shapoorji pallonji joyville gurugram,618.3333333333334,0,3,Unfurnished,3+,east,Luxury,Relatively New,0,2.52
3150.0,Independent House,sector 66,0,6,Emaar MGF Marbella,630.0,1,5,Furnished,3+,east,Luxury,Relatively New,1,17.49
1400.0,Independent Builder Floor,sector 3,1,2,"Block C2 Sector 3, Gurgaon",466.6666666666667,0,3,Unfurnished,1,east,Semi-Luxury,New Property,0,1.45
2200.0,Independent Builder Floor,sector 57,1,3,Ansal Homes,733.3333333333334,0,3,Semi-Furnished,2,east,Semi-Luxury,New Property,1,2.65
3250.0,Independent Builder Floor,sector 63,1,5,Adani Brahma Samsara Vilasa,812.5,1,4,Semi-Furnished,3+,east,Semi-Luxury,Relatively New,1,6.6
1080.0,Independent House,sector 7,0,3,JMV HOMES,360.0,0,3,Unfurnished,1,west,Budget,Old Property,0,1.65
2475.0,Independent House,sector 50,0,3,mayfield garden,618.75,1,4,Unfurnished,2,north-east,Semi-Luxury,Old Property,1,7.5
1587.0,Flat,sector 85,1,3,orris aster court,529.0,0,3,Unfurnished,3,north,Luxury,Moderately Old,0,1.39
1950.0,Flat,sector 66,1,3,emaar mgf the palm drive,650.0,1,3,Unfurnished,2,west,Semi-Luxury,Relatively New,0,3.8
1000.0,Independent House,sector 12,0,4,"Jacobpura, Gurgaon",200.0,0,5,Unfurnished,2,not available,Budget,Old Property,0,0.8
2700.0,Independent House,sector 51,0,4,"Block N, Mayfield garden, Gurgaon",675.0,0,4,Unfurnished,2,south,Semi-Luxury,Moderately Old,1,8.5
1974.0,Flat,sector 37,1,3,ild greens,658.0,1,3,Unfurnished,3,north,Semi-Luxury,Relatively New,0,1.52
3498.0,Flat,sector 62,1,5,pioneer araya,1166.0,1,3,Unfurnished,2,north,Budget,Relatively New,0,10.99
3240.0,Independent Builder Floor,sector 1,1,4,"Palam Vihar, Gurgaon",810.0,1,4,Semi-Furnished,2,south-east,Budget,Relatively New,1,3.23
1137.0,Flat,sector 70,1,2,tulip orange,379.0,0,3,Unfurnished,2,north-east,Budget,Relatively New,0,1.55
2149.0,Flat,sector 102,1,4,conscient heritage max,716.3333333333334,1,3,Unfurnished,3+,west,Luxury,Relatively New,0,3.1
2250.0,Independent House,sector 14,0,4,"Sector 14, Gurgaon",562.5,0,4,Unfurnished,2,not available,Budget,Old Property,0,6.35
2160.0,Independent House,sector 50,0,3,Unitech Deerwood Chase,720.0,1,3,Unfurnished,2,north-east,Semi-Luxury,Old Property,0,9.35
2045.0,Flat,sector 60,1,4,ireo skyon,681.6666666666666,1,3,Unfurnished,3+,east,Luxury,Relatively New,0,4.0
2160.0,Independent House,sector 50,0,3,Unitech Deerwood Chase,720.0,1,3,Unfurnished,2,south,Semi-Luxury,Old Property,0,9.85
2367.0,Independent House,sector 47,0,8,"Sector 47, Gurgaon",295.875,0,8,Unfurnished,3+,east,Budget,New Property,1,8.0
3771.0,Independent House,sector 57,0,9,"Sector 57, Gurgaon",538.7142857142857,1,7,Furnished,3+,south-east,Luxury,Old Property,0,12.1
1835.0,Flat,sector 106,1,3,godrej meridien,611.6666666666666,0,3,Unfurnished,3+,east,Luxury,Relatively New,0,3.2
2875.0,Independent Builder Floor,sector 26,1,4,DLF Phase 1 Ultra Luxury Builder Floors,718.75,1,4,Semi-Furnished,2,north,Semi-Luxury,Relatively New,1,3.95
5900.0,Independent House,sector 70,0,5,Bptp Visionnaire,1180.0,1,5,Unfurnished,3+,north,Luxury,Relatively New,0,6.82
1508.0,Flat,sector 62,1,2,emaar digihomes,754.0,0,2,Unfurnished,2,north-east,Semi-Luxury,Moderately Old,0,3.35
2066.0,Flat,sector 50,1,4,unitech escape,688.6666666666666,1,3,Unfurnished,2,south-west,Semi-Luxury,Relatively New,0,3.17
2077.0,Flat,sector 77,1,4,umang winter hills,692.3333333333334,1,3,Semi-Furnished,3+,north,Semi-Luxury,Relatively New,1,2.14
6050.0,Flat,sector 65,1,5,trump tower,1512.5,1,4,Furnished,3+,north,Luxury,Relatively New,1,23.0
3762.0,Independent House,sector 43,0,4,Whispering Meadows,940.5,0,4,Unfurnished,3+,not available,Semi-Luxury,Old Property,1,12.25
2160.0,Independent House,sector 50,0,4,Unitech Aspen Greens,540.0,1,4,Unfurnished,2,east,Budget,Moderately Old,1,10.7
2875.0,Flat,sector 65,1,5,m3m latitude,718.75,1,4,Semi-Furnished,3+,north-east,Budget,Relatively New,1,7.5
1943.0,Flat,sector 107,1,3,m3m woodshire,647.6666666666666,1,3,Unfurnished,3,north-west,Semi-Luxury,Relatively New,1,1.73
450.0,Independent House,sector 3,0,1,"Laxman Vihar Phase 2, Gurgaon",450.0,0,1,Unfurnished,1,not available,Semi-Luxury,Moderately Old,0,0.7
2295.0,Flat,sector 59,1,3,conscient elevate,765.0,1,3,Semi-Furnished,2,north-east,Semi-Luxury,New Property,0,5.25
1929.0,Flat,sector 86,1,3,dlf the skycourt,643.0,0,3,Furnished,1,north-east,Luxury,Relatively New,1,2.25
2358.0,Flat,sector 67,1,4,m3m merlin,786.0,1,3,Semi-Furnished,3,north,Luxury,Relatively New,0,4.6
4680.0,Independent House,sector 1,0,6,Ansals Palam Vihar,780.0,0,6,Unfurnished,3+,north,Luxury,Relatively New,1,8.5
2295.0,Flat,sector 59,1,3,conscient elevate,765.0,1,3,Unfurnished,3+,east,Semi-Luxury,New Property,0,5.05
1225.0,Flat,sector 81,1,2,vipul lavanya,612.5,0,2,Unfurnished,2,north,Budget,Moderately Old,0,1.05
1196.0,Independent Builder Floor,sector 89,1,2,Smart World Gems,598.0,0,2,Unfurnished,2,north-east,Luxury,New Property,0,1.35
1350.0,Independent Builder Floor,sector 70,1,3,BPTP Astaire Gardens,450.0,1,3,Semi-Furnished,2,east,Semi-Luxury,Relatively New,1,2.11
1000.0,Independent House,sector 7,0,2,"New Colony, Gurgaon",500.0,0,2,Unfurnished,1,north-east,Budget,Old Property,0,2.25
3185.0,Flat,sector 81,1,5,bestech park view grand spa,796.25,1,4,Unfurnished,2,east,Semi-Luxury,Moderately Old,0,4.16
3240.0,Independent Builder Floor,sector 50,1,4,Luxury Builder floor In Nirvana Country,810.0,1,4,Semi-Furnished,2,north,Luxury,Relatively New,1,6.8
2700.0,Independent Builder Floor,sector 49,1,4,Avenue-49,675.0,1,4,Furnished,2,north,Luxury,New Property,1,3.25
1665.0,Flat,sector 49,1,3,vatika city,555.0,0,3,Furnished,2,west,Budget,Old Property,1,3.0
2200.0,Independent Builder Floor,sector 2,1,4,"Sector 2, Gurgaon",550.0,1,4,Unfurnished,2,south,Semi-Luxury,New Property,0,2.71
900.0,Independent House,sector 40,0,3,"Sector 40, Gurgaon",300.0,0,3,Unfurnished,3+,north-east,Semi-Luxury,Old Property,0,3.65
2250.0,Independent Builder Floor,sector 47,1,3,Malibu Towne,750.0,1,3,Semi-Furnished,3,east,Semi-Luxury,New Property,0,3.8
1725.0,Flat,sector 84,1,3,antriksh heights,575.0,0,3,Unfurnished,3,west,Budget,Moderately Old,0,1.56
990.0,Flat,sector 110,1,2,mahindra aura,495.0,0,2,Unfurnished,2,north-east,Budget,New Property,0,1.44
1800.0,Independent House,sector 26,0,5,DLF City Plots,450.0,1,4,Unfurnished,3+,north-east,Luxury,Moderately Old,1,7.75
2145.0,Flat,sector 72,1,3,tata primanti,715.0,1,3,Semi-Furnished,3+,north-east,Luxury,Relatively New,0,4.2
900.0,Independent House,sector 7,0,3,"Sector 7 Extension, Gurgaon",300.0,0,3,Unfurnished,3,not available,Budget,Old Property,0,2.4
2150.0,Flat,sector 109,1,4,ats tourmaline,716.6666666666666,1,3,Unfurnished,3+,north-east,Semi-Luxury,Moderately Old,0,2.7
2825.0,Flat,sector 81,1,5,dlf the ultima,706.25,1,4,Furnished,3,east,Budget,Relatively New,0,4.89
990.0,Independent Builder Floor,sector 37,1,2,Signature Global City,495.0,0,2,Unfurnished,3,north-east,Budget,New Property,0,1.2
2045.0,Flat,sector 60,1,4,ireo skyon,681.6666666666666,1,3,Semi-Furnished,3,south-east,Budget,Moderately Old,0,3.9
2892.0,Flat,sector 53,1,4,tulip monsella,964.0,1,3,Unfurnished,3,east,Budget,New Property,0,7.87
4500.0,Independent Builder Floor,sector 48,1,4,Vipul World,1125.0,1,4,Furnished,3+,east,Luxury,New Property,0,4.8
4500.0,Independent Builder Floor,sector 57,1,4,"Sector 57, Gurgaon",1125.0,0,4,Unfurnished,2,south,Semi-Luxury,New Property,1,5.3
2349.0,Independent House,sector 23,0,5,"Sector 23, Gurgaon",391.5,1,6,Unfurnished,3+,not available,Budget,Old Property,0,6.6
1368.0,Independent House,sector 7,0,6,"Krishna Colony, Gurgaon",228.0,0,6,Unfurnished,2,north-east,Semi-Luxury,Old Property,1,1.7
2880.0,Independent Builder Floor,sector 57,1,5,Ansal Sushant Residency,576.0,0,5,Unfurnished,2,north-east,Budget,Relatively New,0,2.8
1250.0,Flat,sector 65,1,2,m3m heights,625.0,0,2,Unfurnished,3,north-east,Luxury,New Property,0,2.5
709.0,Flat,sector 33,1,2,breez global heights,354.5,0,2,Unfurnished,2,north,Budget,Relatively New,0,0.55
4680.0,Independent House,sector 1,0,6,"Palam Vihar, Gurgaon",668.5714285714286,1,7,Unfurnished,3,west,Semi-Luxury,Moderately Old,1,10.6
1467.0,Independent House,sector 24,0,6,"DLF Phase 3, Gurgaon",293.4,1,5,Semi-Furnished,3+,north-east,Luxury,Old Property,1,5.9
1743.0,Flat,sector 71,1,3,chd avenue 71,581.0,1,3,Unfurnished,2,east,Luxury,Moderately Old,0,2.1
2140.0,Independent Builder Floor,sector 82,1,3,Vatika Independent Floors,713.3333333333334,0,3,Unfurnished,2,north-east,Semi-Luxury,New Property,0,2.3
4518.0,Independent Builder Floor,sector 26,1,5,"Block-A, DLF City Phase 1, Gurgaon",1129.5,1,4,Unfurnished,3+,not available,Budget,New Property,0,7.5
1602.0,Independent Builder Floor,sector 49,1,3,"South City 2, Gurgaon",534.0,1,3,Semi-Furnished,3,north,Luxury,New Property,1,3.0
3500.0,Flat,sector 65,1,4,trump tower,1166.6666666666667,1,3,Unfurnished,3,north,Budget,New Property,0,11.5
2072.0,Flat,sector 108,1,3,sobha city,690.6666666666666,0,3,Semi-Furnished,2,north,Semi-Luxury,Relatively New,0,4.29
1930.0,Flat,sector 90,1,3,dlf new town heights 1,643.3333333333334,1,3,Unfurnished,3+,south,Luxury,Moderately Old,1,2.09
1955.0,Flat,sector 109,1,4,chintels serenity,651.6666666666666,1,3,Unfurnished,3+,north-east,Budget,Relatively New,1,2.56
1900.0,Independent Builder Floor,sector 63,1,3,Anant Raj Estates,633.3333333333334,0,3,Unfurnished,3,east,Budget,New Property,0,3.2
2872.0,Flat,sector 81,1,4,dlf the ultima,718.0,1,4,Furnished,3,east,Semi-Luxury,Relatively New,0,4.95
2250.0,Independent House,sector 105,0,5,"Vatika kunj extension, Gurgaon",450.0,1,5,Furnished,2,west,Semi-Luxury,Relatively New,1,1.5
2700.0,Independent Builder Floor,sector 57,1,4,Ansal Sushant Residency,675.0,1,4,Semi-Furnished,2,north-east,Semi-Luxury,New Property,1,3.35
2312.0,Flat,sector 37,1,5,bptp park serene,578.0,1,4,Unfurnished,3+,north,Budget,Relatively New,0,2.75
900.0,Independent House,sector 7,0,4,"Sector 7, Gurgaon",225.0,0,4,Unfurnished,2,south-east,Budget,Moderately Old,1,2.5
1418.0,Flat,sector 48,1,2,central park resorts,709.0,0,2,Semi-Furnished,3+,east,Luxury,Moderately Old,0,3.7
1180.0,Independent Builder Floor,sector 65,1,4,Emaar Emerald Hills,590.0,0,2,Furnished,2,west,Luxury,Relatively New,0,2.48
2160.0,Independent House,sector 50,0,4,Unitech Deerwood Chase,540.0,1,4,Unfurnished,3,west,Semi-Luxury,Old Property,0,9.0
2340.0,Independent Builder Floor,sector 57,1,4,"Sector 57, Gurgaon",585.0,1,4,Semi-Furnished,2,north-east,Budget,Relatively New,0,2.9
3000.0,Independent Builder Floor,sector 43,1,5,CORNER GREEN BELT,750.0,1,4,Semi-Furnished,2,east,Budget,New Property,1,4.5
2610.0,Independent House,sector 50,0,4,Unitech Aspen Greens,870.0,1,3,Semi-Furnished,1,east,Semi-Luxury,Old Property,0,11.25
1800.0,Independent Builder Floor,sector 57,1,3,"Sector 57, Gurgaon",600.0,1,3,Unfurnished,2,west,Budget,New Property,0,2.65
2250.0,Independent House,sector 33,0,5,Central Park Flower Valley,562.5,1,4,Semi-Furnished,3+,east,Luxury,Relatively New,0,7.49
